,Type,LongestShell,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight,Rings
3264,0,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10
3265,1,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13
3266,1,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4
3267,2,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
3268,2,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9
3269,1,0.36,0.27,0.09,0.2319999999999999,0.12,0.0435,0.0559999999999999,8
3270,0,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
3271,2,0.5,0.41,0.15,0.662,0.2815,0.1369999999999999,0.22,11
3272,1,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10
3273,2,0.62,0.47,0.15,1.3090000000000002,0.5870000000000001,0.4405,0.325,9
3274,1,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,8
3275,0,0.455,0.375,0.125,0.4579999999999999,0.1985,0.111,0.12,10
3276,1,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,8
3277,0,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9
3278,1,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13
3279,1,0.43,0.325,0.105,0.309,0.119,0.08,0.098,6
3280,2,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10
3281,0,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,10
3282,0,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10
3283,0,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10
3284,0,0.61,0.495,0.16,1.089,0.469,0.198,0.384,11
3285,2,0.59,0.45,0.16,0.998,0.445,0.214,0.301,9
3286,0,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14
3287,1,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7
3288,2,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12
3289,1,0.525,0.4,0.125,0.6965,0.369,0.1385,0.1639999999999999,9
3290,0,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
3291,2,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9
3292,1,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8
3293,2,0.555,0.435,0.145,0.9205,0.4039999999999999,0.2275,0.255,8
3294,2,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18
3295,1,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6
3296,1,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8
3297,0,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11
3298,0,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10
3299,1,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8
3300,0,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10
3301,1,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7
3302,0,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8
3303,2,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10
3304,2,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8
3305,1,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9
3306,2,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10
3307,0,0.65,0.505,0.165,1.16,0.4785,0.2739999999999999,0.349,11
3308,0,0.62,0.51,0.18,1.233,0.5920000000000001,0.2739999999999999,0.322,10
3309,2,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6
3310,2,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9
3311,1,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6
3312,0,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11
3313,2,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8
3314,2,0.57,0.455,0.155,0.8320000000000001,0.3585,0.174,0.2769999999999999,11
3315,2,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17
3316,2,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14
3317,1,0.55,0.42,0.115,0.6679999999999999,0.2925,0.1369999999999999,0.209,11
3318,0,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19
3319,1,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5
3320,2,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11
3321,1,0.39,0.29,0.09,0.2625,0.1169999999999999,0.054,0.077,7
3322,2,0.65,0.525,0.175,1.4715,0.675,0.315,0.3989999999999999,11
3323,0,0.525,0.41,0.15,0.708,0.2739999999999999,0.151,0.25,12
3324,0,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14
3325,0,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14
3326,1,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
3327,1,0.56,0.445,0.165,0.8320000000000001,0.3455,0.179,0.2789999999999999,9
3328,0,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9
3329,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.0139999999999999,3
3330,1,0.35,0.26,0.095,0.211,0.086,0.0559999999999999,0.068,7
3331,0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
3332,2,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12
3333,2,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24,15
3334,2,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
3335,1,0.28,0.215,0.08,0.132,0.072,0.022,0.033,5
3336,2,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
3337,0,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,12
3338,2,0.53,0.425,0.11,0.7390000000000001,0.237,0.161,0.295,13
3339,2,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10
3340,2,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
3341,2,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10
3342,2,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9
3343,2,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,11
3344,1,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6
3345,0,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15
3346,2,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18,11
3347,1,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,11
3348,2,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10
3349,1,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7
3350,0,0.525,0.38,0.14,0.6065,0.1939999999999999,0.1475,0.21,14
3351,2,0.52,0.4,0.12,0.58,0.2339999999999999,0.1315,0.185,8
3352,2,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
3353,2,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
3354,0,0.6,0.47,0.15,0.922,0.363,0.1939999999999999,0.305,10
3355,2,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13
3356,1,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8
3357,2,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11
3358,2,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8
3359,1,0.385,0.29,0.09,0.2319999999999999,0.0855,0.0495,0.08,7
3360,2,0.575,0.47,0.165,0.853,0.292,0.179,0.35,16
3361,1,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
3362,2,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21
3363,0,0.37,0.29,0.115,0.25,0.111,0.057,0.075,9
3364,1,0.32,0.235,0.09,0.183,0.098,0.0335,0.042,7
3365,1,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,7
3366,1,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9
3367,2,0.465,0.36,0.08,0.488,0.191,0.125,0.155,11
3368,0,0.6,0.485,0.145,0.7759999999999999,0.3545,0.1585,0.239,9
3369,1,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8
3370,2,0.595,0.46,0.14,0.852,0.4215,0.2255,0.2269999999999999,9
3371,1,0.53,0.42,0.13,0.6579999999999999,0.296,0.1245,0.198,8
3372,2,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11
3373,1,0.25,0.185,0.065,0.0685,0.0295,0.0139999999999999,0.0225,5
3374,2,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12
3375,1,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8
3376,1,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9
3377,0,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,8
3378,2,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10
3379,2,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
3380,0,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10
3381,1,0.54,0.415,0.135,0.7090000000000001,0.3195,0.174,0.185,9
3382,0,0.56,0.455,0.16,0.967,0.4525,0.207,0.2739999999999999,9
3383,1,0.48,0.35,0.105,0.635,0.352,0.127,0.135,6
3384,2,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11
3385,0,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
3386,0,0.62,0.48,0.175,1.0405,0.4639999999999999,0.2225,0.3,9
3387,2,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11
3388,2,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15
3389,2,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9
3390,0,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13
3391,0,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15
3392,2,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9
3393,1,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,10
3394,1,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9
3395,2,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9
3396,0,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9
3397,0,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20
3398,1,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9
3399,2,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10
3400,1,0.47,0.345,0.14,0.4615,0.2289999999999999,0.1105,0.1159999999999999,9
3401,1,0.335,0.25,0.08,0.1669999999999999,0.0675,0.0325,0.0575,6
3402,0,0.62,0.485,0.165,1.166,0.483,0.238,0.355,13
3403,1,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
3404,2,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,9
3405,1,0.56,0.44,0.14,0.825,0.402,0.139,0.245,10
3406,0,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11
3407,2,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
3408,1,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5
3409,2,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8
3410,2,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9
3411,0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12
3412,2,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,9
3413,0,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
3414,2,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5
3415,1,0.42,0.305,0.09,0.3279999999999999,0.168,0.0615,0.0819999999999999,6
3416,1,0.185,0.13,0.045,0.0289999999999999,0.012,0.0075,0.0095,4
3417,1,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,6
3418,2,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
3419,2,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10
3420,2,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11
3421,2,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11
3422,0,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9
3423,2,0.6,0.46,0.155,0.9595,0.4455,0.1889999999999999,0.295,11
3424,2,0.53,0.41,0.165,0.732,0.1889999999999999,0.17,0.31,11
3425,1,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6
3426,0,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9
3427,0,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
3428,1,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9
3429,0,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8
3430,1,0.265,0.205,0.07,0.1055,0.039,0.0409999999999999,0.035,5
3431,0,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7
3432,0,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8
3433,1,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9
3434,0,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9
3435,2,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,9
3436,1,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
3437,2,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
3438,1,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14
3439,2,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8
3440,1,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4
3441,2,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8
3442,1,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
3443,2,0.655,0.545,0.19,1.4245,0.6325,0.3329999999999999,0.3779999999999999,10
3444,2,0.625,0.505,0.175,1.131,0.5425,0.2265,0.3229999999999999,8
3445,1,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,11
3446,2,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4,8
3447,0,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11
3448,0,0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,11
3449,1,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4
3450,2,0.595,0.475,0.14,0.944,0.3625,0.1889999999999999,0.315,9
3451,2,0.595,0.455,0.145,0.942,0.43,0.182,0.2769999999999999,11
3452,1,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
3453,0,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5,16
3454,2,0.735,0.585,0.185,2.124,0.952,0.55,0.5,11
3455,1,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,8
3456,1,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115,6
3457,1,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7
3458,2,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10
3459,1,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,6
3460,1,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12
3461,2,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8
3462,0,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7
3463,0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.3979999999999999,11
3464,1,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12
3465,0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.2769999999999999,9
3466,2,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8
3467,0,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
3468,0,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9
3469,2,0.51,0.38,0.135,0.6809999999999999,0.3435,0.142,0.17,9
3470,2,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14
3471,0,0.52,0.375,0.135,0.5375,0.221,0.1169999999999999,0.17,8
3472,0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9
3473,2,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10
3474,2,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11
3475,0,0.72,0.55,0.18,1.52,0.637,0.325,0.435,10
3476,1,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7
3477,0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
3478,0,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11
3479,1,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
3480,1,0.52,0.4,0.14,0.622,0.278,0.1455,0.1689999999999999,8
3481,1,0.135,0.13,0.04,0.0289999999999999,0.0125,0.0065,0.008,4
3482,0,0.725,0.57,0.205,1.6195,0.7440000000000001,0.315,0.488,11
3483,0,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9
3484,2,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9
3485,2,0.555,0.45,0.175,0.8740000000000001,0.3275,0.2019999999999999,0.305,10
3486,1,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7
3487,0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,9
3488,0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10
3489,2,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
3490,2,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5
3491,0,0.705,0.53,0.17,1.564,0.612,0.3939999999999999,0.44,10
3492,2,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9
3493,0,0.575,0.46,0.16,1.103,0.5379999999999999,0.221,0.249,9
3494,1,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12
3495,0,0.51,0.37,0.21,1.183,0.508,0.292,0.3429999999999999,9
3496,0,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14
3497,1,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6
3498,1,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10
3499,0,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17
3500,1,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13
3501,1,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5
3502,1,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,9
3503,1,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10
3504,0,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29
3505,1,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8
3506,2,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12
3507,2,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,16
3508,2,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9
3509,1,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9
3510,0,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,11
3511,0,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10
3512,1,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9
3513,0,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9
3514,1,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6
3515,2,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9
3516,0,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10
3517,2,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8
3518,1,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8
3519,1,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
3520,1,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7
3521,1,0.525,0.4,0.14,0.654,0.305,0.16,0.1689999999999999,7
3522,0,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11
3523,0,0.59,0.445,0.13,1.1325,0.3825,0.2339999999999999,0.32,13
3524,1,0.495,0.37,0.125,0.4775,0.185,0.0705,0.1689999999999999,18
3525,1,0.53,0.38,0.125,0.616,0.292,0.113,0.185,8
3526,1,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5
3527,1,0.36,0.27,0.095,0.2,0.073,0.0559999999999999,0.061,8
3528,2,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10
3529,2,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9
3530,2,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10
3531,2,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
3532,0,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7
3533,1,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,6
3534,0,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8
3535,2,0.515,0.405,0.13,0.722,0.32,0.131,0.21,10
3536,0,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7
3537,2,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
3538,0,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12
3539,1,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7
3540,0,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16
3541,2,0.57,0.46,0.155,1.0005,0.4539999999999999,0.205,0.265,11
3542,2,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9
3543,0,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9
3544,1,0.485,0.375,0.11,0.4639999999999999,0.2015,0.09,0.149,8
3545,2,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9
3546,2,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15
3547,2,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12
3548,2,0.66,0.5,0.165,1.3195,0.667,0.2689999999999999,0.341,9
3549,2,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,7
3550,0,0.655,0.455,0.17,1.275,0.583,0.303,0.3329999999999999,8
3551,1,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21
3552,1,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6
3553,2,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6
3554,2,0.64,0.52,0.2,1.4069999999999998,0.5660000000000001,0.304,0.455,17
3555,2,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9
3556,2,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,8
3557,1,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8
3558,2,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
3559,2,0.465,0.36,0.125,0.4365,0.1689999999999999,0.1075,0.145,11
3560,1,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8
3561,0,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,11
3562,1,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5
3563,1,0.56,0.435,0.13,0.777,0.354,0.173,0.222,9
3564,1,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7
3565,1,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9
3566,1,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7
3567,1,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6
3568,1,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10
3569,0,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11
3570,0,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10
3571,1,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,6
3572,0,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10
3573,0,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10
3574,1,0.465,0.38,0.13,0.4539999999999999,0.1895,0.08,0.155,11
3575,1,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8
3576,1,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7
3577,2,0.57,0.45,0.135,1.02,0.546,0.204,0.25,9
3578,0,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12
3579,2,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14
3580,2,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12
3581,0,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71,24
3582,0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12
3583,2,0.61,0.475,0.15,1.142,0.62,0.237,0.245,9
3584,2,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
3585,2,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10
3586,0,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10
3587,0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10
3588,2,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11
3589,2,0.635,0.48,0.145,1.181,0.665,0.2289999999999999,0.225,10
3590,0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16
3591,1,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7
3592,0,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11
3593,1,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5
3594,1,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8
3595,0,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8
3596,0,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12
3597,2,0.48,0.355,0.16,0.4639999999999999,0.221,0.106,0.239,8
3598,1,0.43,0.33,0.1,0.449,0.254,0.0825,0.0969999999999999,6
3599,0,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9
3600,1,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7
3601,2,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8
3602,2,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12
3603,2,0.62,0.485,0.155,1.0490000000000002,0.462,0.231,0.25,10
3604,1,0.425,0.325,0.1,0.3979999999999999,0.1185,0.0645,0.0945,6
3605,2,0.645,0.495,0.15,1.2095,0.603,0.2225,0.3389999999999999,9
3606,0,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
3607,2,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12
3608,1,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5
3609,0,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8
3610,0,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
3611,2,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14
3612,1,0.55,0.4,0.135,0.7170000000000001,0.3315,0.1495,0.221,9
3613,2,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11
3614,1,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15
3615,0,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11
3616,0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7
3617,0,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9
3618,0,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10
3619,0,0.52,0.41,0.16,0.7120000000000001,0.2845,0.153,0.225,10
3620,2,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
3621,2,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7
3622,1,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6
3623,2,0.37,0.28,0.105,0.2239999999999999,0.0815,0.0575,0.075,8
3624,2,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16
3625,0,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8
3626,1,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10
3627,0,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,11
3628,1,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9
3629,0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
3630,1,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7
3631,1,0.245,0.205,0.06,0.0765,0.034,0.0139999999999999,0.0215,4
